Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
11,1705952562145,22/01/2024 19:42:42,1705952562145,0,22/01/2024 19:42:42,155541,10,questionnaire-eibn,,34390496,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
12,1705952562145,22/01/2024 19:42:42,1705952562145,0,22/01/2024 19:42:42,155541,10,questionnaire-eibn,,34390496,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,0,Feedback,2,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,,,,,5,,END,,,,,
1,1705957671616,22/01/2024 21:07:51,1705957671616,0,22/01/2024 21:07:51,155541,10,questionnaire-eibn,,34392365,BLIND,10164423,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,,,,,5,,BEGIN,,,,,
2,1705957683315,22/01/2024 21:08:03,1705957683315,0,22/01/2024 21:08:03,155541,10,questionnaire-eibn,,34392365,BLIND,10164423,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1705957683315,22/01/2024 21:08:03,1705957683315,0,22/01/2024 21:08:03,155541,10,questionnaire-eibn,,34392365,BLIND,10164423,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1705957683316,22/01/2024 21:08:03,1705957683316,0,22/01/2024 21:08:03,155541,10,questionnaire-eibn,,34392365,BLIND,10164423,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1705957683316,22/01/2024 21:08:03,1705957683316,0,22/01/2024 21:08:03,155541,10,questionnaire-eibn,,34392365,BLIND,10164423,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1705957683316,22/01/2024 21:08:03,1705957683316,0,22/01/2024 21:08:03,155541,10,questionnaire-eibn,,34392365,BLIND,10164423,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1705957683316,22/01/2024 21:08:03,1705957683316,0,22/01/2024 21:08:03,155541,10,questionnaire-eibn,,34392365,BLIND,10164423,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1705957683317,22/01/2024 21:08:03,1705957683317,0,22/01/2024 21:08:03,155541,10,questionnaire-eibn,,34392365,BLIND,10164423,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1705957683317,22/01/2024 21:08:03,1705957683317,0,22/01/2024 21:08:03,155541,10,questionnaire-eibn,,34392365,BLIND,10164423,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1705957683317,22/01/2024 21:08:03,1705957683317,0,22/01/2024 21:08:03,155541,10,questionnaire-eibn,,34392365,BLIND,10164423,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
11,1705957683318,22/01/2024 21:08:03,1705957683318,0,22/01/2024 21:08:03,155541,10,questionnaire-eibn,,34392365,BLIND,10164423,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,,,,,5,,END,,,,,
1,1706010628146,23/01/2024 11:50:28,1706010628146,0,23/01/2024 11:50:28,155541,10,questionnaire-eibn,,34402696,BLIND,10168138,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,,,,,5,,BEGIN,,,,,
2,1706010643679,23/01/2024 11:50:43,1706010643679,0,23/01/2024 11:50:43,155541,10,questionnaire-eibn,,34402696,BLIND,10168138,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet public space with minimal distraction (such as a library).,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1706010643680,23/01/2024 11:50:43,1706010643680,0,23/01/2024 11:50:43,155541,10,questionnaire-eibn,,34402696,BLIND,10168138,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,2,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1706010643680,23/01/2024 11:50:43,1706010643680,0,23/01/2024 11:50:43,155541,10,questionnaire-eibn,,34402696,BLIND,10168138,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1706010643680,23/01/2024 11:50:43,1706010643680,0,23/01/2024 11:50:43,155541,10,questionnaire-eibn,,34402696,BLIND,10168138,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1706010643680,23/01/2024 11:50:43,1706010643680,0,23/01/2024 11:50:43,155541,10,questionnaire-eibn,,34402696,BLIND,10168138,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1706010643681,23/01/2024 11:50:43,1706010643681,0,23/01/2024 11:50:43,155541,10,questionnaire-eibn,,34402696,BLIND,10168138,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1706010643681,23/01/2024 11:50:43,1706010643681,0,23/01/2024 11:50:43,155541,10,questionnaire-eibn,,34402696,BLIND,10168138,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1706010643681,23/01/2024 11:50:43,1706010643681,0,23/01/2024 11:50:43,155541,10,questionnaire-eibn,,34402696,BLIND,10168138,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1706010643681,23/01/2024 11:50:43,1706010643681,0,23/01/2024 11:50:43,155541,10,questionnaire-eibn,,34402696,BLIND,10168138,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
11,1706010643682,23/01/2024 11:50:43,1706010643682,0,23/01/2024 11:50:43,155541,10,questionnaire-eibn,,34402696,BLIND,10168138,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x779,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,,,,,5,,END,,,,,
1,1706110701186,24/01/2024 15:38:21,1706110701186,0,24/01/2024 15:38:21,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,,,,,5,,BEGIN,,,,,
2,1706110735524,24/01/2024 15:38:55,1706110735524,0,24/01/2024 15:38:55,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,__other,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1706110735524,24/01/2024 15:38:55,1706110735524,0,24/01/2024 15:38:55,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,4,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1706110735525,24/01/2024 15:38:55,1706110735525,0,24/01/2024 15:38:55,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,other,in the kitchen with my flat mates as we are all working,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
5,1706110735525,24/01/2024 15:38:55,1706110735525,0,24/01/2024 15:38:55,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1706110735525,24/01/2024 15:38:55,1706110735525,0,24/01/2024 15:38:55,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1706110735525,24/01/2024 15:38:55,1706110735525,0,24/01/2024 15:38:55,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1706110735525,24/01/2024 15:38:55,1706110735525,0,24/01/2024 15:38:55,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1706110735525,24/01/2024 15:38:55,1706110735525,0,24/01/2024 15:38:55,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1706110735525,24/01/2024 15:38:55,1706110735525,0,24/01/2024 15:38:55,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
11,1706110735525,24/01/2024 15:38:55,1706110735525,0,24/01/2024 15:38:55,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
12,1706110735526,24/01/2024 15:38:55,1706110735526,0,24/01/2024 15:38:55,155541,10,questionnaire-eibn,,34451212,BLIND,10182962,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1280x800,1280x720,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,,,,,5,,END,,,,,
1,1706286444424,26/01/2024 16:27:24,1706286444424,0,26/01/2024 16:27:24,155541,10,questionnaire-eibn,,34520440,BLIND,10205713,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,,,,,5,,BEGIN,,,,,
2,1706286519993,26/01/2024 16:28:39,1706286519993,0,26/01/2024 16:28:39,155541,10,questionnaire-eibn,,34520440,BLIND,10205713,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1706286519993,26/01/2024 16:28:39,1706286519993,0,26/01/2024 16:28:39,155541,10,questionnaire-eibn,,34520440,BLIND,10205713,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1706286519994,26/01/2024 16:28:39,1706286519994,0,26/01/2024 16:28:39,155541,10,questionnaire-eibn,,34520440,BLIND,10205713,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1706286519995,26/01/2024 16:28:39,1706286519995,0,26/01/2024 16:28:39,155541,10,questionnaire-eibn,,34520440,BLIND,10205713,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1706286519995,26/01/2024 16:28:39,1706286519995,0,26/01/2024 16:28:39,155541,10,questionnaire-eibn,,34520440,BLIND,10205713,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1706286519996,26/01/2024 16:28:39,1706286519996,0,26/01/2024 16:28:39,155541,10,questionnaire-eibn,,34520440,BLIND,10205713,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1706286519997,26/01/2024 16:28:39,1706286519997,0,26/01/2024 16:28:39,155541,10,questionnaire-eibn,,34520440,BLIND,10205713,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1706286519997,26/01/2024 16:28:39,1706286519997,0,26/01/2024 16:28:39,155541,10,questionnaire-eibn,,34520440,BLIND,10205713,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1706286519998,26/01/2024 16:28:39,1706286519998,0,26/01/2024 16:28:39,155541,10,questionnaire-eibn,,34520440,BLIND,10205713,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,Participating was a pleasant experience and the tasks were not too hard.,,,fb_comment,3,object-4
11,1706286519998,26/01/2024 16:28:39,1706286519998,0,26/01/2024 16:28:39,155541,10,questionnaire-eibn,,34520440,BLIND,10205713,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x730,,,0,Feedback,2,,control,,,,set 1,Controls,ACCEPT,,Controls,,,,,5,,END,,,,,
1,1706372540402,27/01/2024 16:22:20,1706372540402,0,27/01/2024 16:22:20,155541,10,questionnaire-eibn,,34541832,BLIND,10211803,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,,,,,5,,BEGIN,,,,,
2,1706372562117,27/01/2024 16:22:42,1706372562117,0,27/01/2024 16:22:42,155541,10,questionnaire-eibn,,34541832,BLIND,10211803,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1706372562117,27/01/2024 16:22:42,1706372562117,0,27/01/2024 16:22:42,155541,10,questionnaire-eibn,,34541832,BLIND,10211803,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1706372562118,27/01/2024 16:22:42,1706372562118,0,27/01/2024 16:22:42,155541,10,questionnaire-eibn,,34541832,BLIND,10211803,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1706372562118,27/01/2024 16:22:42,1706372562118,0,27/01/2024 16:22:42,155541,10,questionnaire-eibn,,34541832,BLIND,10211803,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1706372562119,27/01/2024 16:22:42,1706372562119,0,27/01/2024 16:22:42,155541,10,questionnaire-eibn,,34541832,BLIND,10211803,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1706372562119,27/01/2024 16:22:42,1706372562119,0,27/01/2024 16:22:42,155541,10,questionnaire-eibn,,34541832,BLIND,10211803,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1706372562120,27/01/2024 16:22:42,1706372562120,0,27/01/2024 16:22:42,155541,10,questionnaire-eibn,,34541832,BLIND,10211803,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,0,Feedback,2,,control,,,,set 2,Controls,ACCEPT,,Controls,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
