Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Randomise questionnaire elements?,Question Key,Response
1,1704794975949,09/01/2024 10:09:35,1704794975833,1,09/01/2024 11:09:35,155541,10,questionnaire-km51,,34035289,BLIND,10069166,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704794999891,09/01/2024 10:09:59,1704794999803,1,09/01/2024 11:09:59,155541,10,questionnaire-km51,,34035289,BLIND,10069166,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1470x956,1470x840,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,23970
1,1704909590223,10/01/2024 17:59:50,1704909590157,0,10/01/2024 17:59:50,155541,10,questionnaire-km51,,34113497,BLIND,10081224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,993x727,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704909595098,10/01/2024 17:59:55,1704909595051,0,10/01/2024 17:59:55,155541,10,questionnaire-km51,,34113497,BLIND,10081224,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,993x727,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,4894
1,1705053910287,12/01/2024 10:05:10,1705053857037,0,12/01/2024 10:04:17,155541,10,questionnaire-km51,,34156403,BLIND,10090977,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1232x598,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705053937076,12/01/2024 10:05:37,1705053883769,0,12/01/2024 10:04:43,155541,10,questionnaire-km51,,34156403,BLIND,10090977,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1217x598,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,26732
1,1705059424002,12/01/2024 11:37:04,1705059404636,0,12/01/2024 11:36:44,155541,10,questionnaire-km51,,34157983,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x742,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705059510115,12/01/2024 11:38:30,1705059490683,0,12/01/2024 11:38:10,155541,10,questionnaire-km51,,34157983,BLIND,10091442,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1519x742,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,86047
1,1705155573672,13/01/2024 14:19:33,1705155573552,0,13/01/2024 14:19:33,155541,10,questionnaire-km51,,34187157,BLIND,10098034,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1441x605,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705155719862,13/01/2024 14:21:59,1705155719780,0,13/01/2024 14:21:59,155541,10,questionnaire-km51,,34187157,BLIND,10098034,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1441x605,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,146228
1,1705252685659,14/01/2024 17:18:05,1705252685524,0,14/01/2024 17:18:05,155541,10,questionnaire-km51,,34200537,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Info sheet,6,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1705252699688,14/01/2024 17:18:19,1705252699596,0,14/01/2024 17:18:19,155541,10,questionnaire-km51,,34200537,BLIND,10102711,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1024x1366,1366x917,,,,Info sheet,6,,multiple,,,set 1,,Neurodiverse,,ACCEPT,Neurodiverse,No,END QUESTIONNAIRE,14072
1,1705345017142,15/01/2024 18:56:57,1705345017318,0,15/01/2024 18:56:57,155541,10,questionnaire-km51,,34229974,BLIND,10111036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x551,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705345129316,15/01/2024 18:58:49,1705345129519,0,15/01/2024 18:58:49,155541,10,questionnaire-km51,,34229974,BLIND,10111036,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1263x551,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,112201
1,1705400848888,16/01/2024 10:27:28,1705400849238,0,16/01/2024 10:27:29,155541,10,questionnaire-km51,,34243663,BLIND,10114510,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x559,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705400910521,16/01/2024 10:28:30,1705400910905,0,16/01/2024 10:28:30,155541,10,questionnaire-km51,,34243663,BLIND,10114510,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1263x559,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,61668
1,1705407452968,16/01/2024 12:17:32,1705407452869,0,16/01/2024 12:17:32,155541,10,questionnaire-km51,,34248604,BLIND,10115740,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705408458458,16/01/2024 12:34:18,1705408458321,0,16/01/2024 12:34:18,155541,10,questionnaire-km51,,34248604,BLIND,10115740,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x779,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,1005452
1,1705447713893,16/01/2024 23:28:33,1705447713478,0,16/01/2024 23:28:33,155541,10,questionnaire-km51,,34267416,BLIND,10121995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1272x598,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705447764601,16/01/2024 23:29:24,1705447764235,0,16/01/2024 23:29:24,155541,10,questionnaire-km51,,34267416,BLIND,10121995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1280x720,1257x598,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,50757
1,1705452751387,17/01/2024 00:52:31,1705452751255,0,17/01/2024 00:52:31,155541,10,questionnaire-km51,,34268094,BLIND,10122239,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4.1,1680x1050,1680x970,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705452755896,17/01/2024 00:52:35,1705452755831,0,17/01/2024 00:52:35,155541,10,questionnaire-km51,,34268094,BLIND,10122239,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.4.1,1680x1050,1680x970,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,4577
1,1705493202510,17/01/2024 12:06:42,1705493202936,0,17/01/2024 12:06:42,155541,10,questionnaire-km51,,34275099,BLIND,10124618,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1600x900,1552x744,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705493211242,17/01/2024 12:06:51,1705493211698,0,17/01/2024 12:06:51,155541,10,questionnaire-km51,,34275099,BLIND,10124618,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1600x900,1537x744,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,8762
1,1705509335852,17/01/2024 16:35:35,1705509335754,0,17/01/2024 16:35:35,155541,10,questionnaire-km51,,34282790,BLIND,10126674,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x673,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705509440502,17/01/2024 16:37:20,1705509440445,0,17/01/2024 16:37:20,155541,10,questionnaire-km51,,34282790,BLIND,10126674,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x673,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,104691
1,1705591592671,18/01/2024 15:26:32,1705591588404,0,18/01/2024 15:26:28,155541,10,questionnaire-km51,,34300414,BLIND,10132722,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1440x900,1392x778,,,,Info sheet,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1705591606744,18/01/2024 15:26:46,1705591602520,0,18/01/2024 15:26:42,155541,10,questionnaire-km51,,34300414,BLIND,10132722,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1440x900,1377x778,,,,Info sheet,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,END QUESTIONNAIRE,14116
1,1705675529266,19/01/2024 14:45:29,1705675529209,0,19/01/2024 14:45:29,155541,10,questionnaire-km51,,34332533,BLIND,10145219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2,820x1180,1180x713,,,,Info sheet,6,set 1,dyslexia,,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1705675541646,19/01/2024 14:45:41,1705675541604,0,19/01/2024 14:45:41,155541,10,questionnaire-km51,,34332533,BLIND,10145219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2,820x1180,1180x713,,,,Info sheet,6,set 1,dyslexia,,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,END QUESTIONNAIRE,12395
1,1705831911749,21/01/2024 10:11:51,1705831911606,0,21/01/2024 10:11:51,155541,10,questionnaire-km51,,34355021,BLIND,10152098,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705831915236,21/01/2024 10:11:55,1705831915134,0,21/01/2024 10:11:55,155541,10,questionnaire-km51,,34355021,BLIND,10152098,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,3528
1,1705846048994,21/01/2024 14:07:28,1705846051557,0,21/01/2024 14:07:31,155541,10,questionnaire-km51,,34357246,BLIND,10152762,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x742,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705846091755,21/01/2024 14:08:11,1705846094052,0,21/01/2024 14:08:14,155541,10,questionnaire-km51,,34357246,BLIND,10152762,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x742,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,42495
1,1705861088545,21/01/2024 18:18:08,1705861089530,0,21/01/2024 18:18:09,155541,10,questionnaire-km51,,34361351,BLIND,10153970,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,767x728,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1705861140510,21/01/2024 18:19:00,1705861141455,0,21/01/2024 18:19:01,155541,10,questionnaire-km51,,34361351,BLIND,10153970,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,750x728,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,51925
1,1705950953188,22/01/2024 19:15:53,1705950953704,0,22/01/2024 19:15:53,155541,10,questionnaire-km51,,34389819,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,,Info sheet,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1705950976266,22/01/2024 19:16:16,1705950976713,0,22/01/2024 19:16:16,155541,10,questionnaire-km51,,34389819,BLIND,10163615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1519x730,,,,Info sheet,6,,asd,,set 1,,,Neurodiverse,,ACCEPT,Neurodiverse,No,END QUESTIONNAIRE,23009
1,1703665882016,27/12/2023 08:31:22,1703665881827,0,27/12/2023 08:31:21,155541,10,questionnaire-km51,,33869585,BLIND,10018275,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1023x682,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703665885551,27/12/2023 08:31:25,1703665885400,0,27/12/2023 08:31:25,155541,10,questionnaire-km51,,33869585,BLIND,10018275,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1023x682,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,3573
1,1703678182558,27/12/2023 11:56:22,1703678185889,0,27/12/2023 11:56:25,155541,10,questionnaire-km51,,33870922,BLIND,10018781,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1707x1067,1659x945,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703678238161,27/12/2023 11:57:18,1703678241582,0,27/12/2023 11:57:21,155541,10,questionnaire-km51,,33870922,BLIND,10018781,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1707x1067,1644x945,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,55693
1,1703688962740,27/12/2023 14:56:02,1703688962149,0,27/12/2023 14:56:02,155541,10,questionnaire-km51,,33872499,BLIND,10019141,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1536x711,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703689092067,27/12/2023 14:58:12,1703689091505,0,27/12/2023 14:58:11,155541,10,questionnaire-km51,,33872499,BLIND,10019141,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1536x864,1519x711,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,129356
1,1703789975638,28/12/2023 18:59:35,1703789975080,0,28/12/2023 18:59:35,155541,10,questionnaire-km51,,33883535,BLIND,10022287,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x730,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703790057892,28/12/2023 19:00:57,1703790057386,0,28/12/2023 19:00:57,155541,10,questionnaire-km51,,33883535,BLIND,10022287,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1519x730,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,82306
1,1703801318387,28/12/2023 22:08:38,1703801318228,0,28/12/2023 22:08:38,155541,10,questionnaire-km51,,33885032,BLIND,10022667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1.1,820x1180,1180x713,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703801323671,28/12/2023 22:08:43,1703801323561,0,28/12/2023 22:08:43,155541,10,questionnaire-km51,,33885032,BLIND,10022667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1.1,820x1180,1180x713,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,5333
1,1703939917133,30/12/2023 12:38:37,1703939917058,0,30/12/2023 12:38:37,155541,10,questionnaire-km51,,33895456,BLIND,10031076,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Info sheet,6,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1703939919649,30/12/2023 12:38:39,1703939919626,0,30/12/2023 12:38:39,155541,10,questionnaire-km51,,33895456,BLIND,10031076,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Info sheet,6,,adhd,set 2,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,END QUESTIONNAIRE,2568
1,1703962124130,30/12/2023 18:48:44,1703962124068,0,30/12/2023 18:48:44,155541,10,questionnaire-km51,,33897174,BLIND,10032283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,720x760,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1703962134466,30/12/2023 18:48:54,1703962134416,0,30/12/2023 18:48:54,155541,10,questionnaire-km51,,33897174,BLIND,10032283,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1440x900,720x760,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,10348
1,1704038669631,31/12/2023 16:04:29,1704038668892,1,31/12/2023 17:04:28,155541,10,questionnaire-km51,,33900583,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704038763525,31/12/2023 16:06:03,1704038762830,1,31/12/2023 17:06:02,155541,10,questionnaire-km51,,33900583,BLIND,10034239,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1396x785,1397x699,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,93938
1,1704125118016,01/01/2024 16:05:18,1704125117949,0,01/01/2024 16:05:17,155541,10,questionnaire-km51,,33904383,BLIND,10035810,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,810x1080,810x977,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704125133326,01/01/2024 16:05:33,1704125133290,0,01/01/2024 16:05:33,155541,10,questionnaire-km51,,33904383,BLIND,10035810,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,810x1080,810x977,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,15341
1,1704134230330,01/01/2024 18:37:10,1704134230078,1,01/01/2024 19:37:10,155541,10,questionnaire-km51,,33904921,BLIND,10036010,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1024x1366,1366x914,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704134234367,01/01/2024 18:37:14,1704134234158,1,01/01/2024 19:37:14,155541,10,questionnaire-km51,,33904921,BLIND,10036010,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1024x1366,1366x914,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,4080
1,1704141294217,01/01/2024 20:34:54,1704141294016,0,01/01/2024 20:34:54,155541,10,questionnaire-km51,,33905272,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1148x696,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704141370820,01/01/2024 20:36:10,1704141370678,0,01/01/2024 20:36:10,155541,10,questionnaire-km51,,33905272,BLIND,10036128,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1470x956,1470x840,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,76662
1,1704201054189,02/01/2024 13:10:54,1704201057367,0,02/01/2024 13:10:57,155541,10,questionnaire-km51,,33912408,BLIND,10037472,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704201182651,02/01/2024 13:13:02,1704201185881,0,02/01/2024 13:13:05,155541,10,questionnaire-km51,,33912408,BLIND,10037472,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1519x695,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,128515
1,1704275594660,03/01/2024 09:53:14,1704275594569,0,03/01/2024 09:53:14,155541,10,questionnaire-km51,,33927226,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1536x695,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704275603539,03/01/2024 09:53:23,1704275603496,0,03/01/2024 09:53:23,155541,10,questionnaire-km51,,33927226,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1519x695,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,8927
1,1704286818050,03/01/2024 13:00:18,1704286846976,0,03/01/2024 13:00:46,155541,10,questionnaire-km51,,33928942,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x739,,,,Info sheet,6,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1704286840612,03/01/2024 13:00:40,1704286869575,0,03/01/2024 13:01:09,155541,10,questionnaire-km51,,33928942,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Info sheet,6,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,END QUESTIONNAIRE,22599
1,1704290263695,03/01/2024 13:57:43,1704290259119,0,03/01/2024 13:57:39,155541,10,questionnaire-km51,,33929656,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Info sheet,6,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1704290311909,03/01/2024 13:58:31,1704290307375,0,03/01/2024 13:58:27,155541,10,questionnaire-km51,,33929656,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Info sheet,6,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,END QUESTIONNAIRE,48256
1,1704291771679,03/01/2024 14:22:51,1704291760097,0,03/01/2024 14:22:40,155541,10,questionnaire-km51,,33929941,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x646,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704291869522,03/01/2024 14:24:29,1704291857990,0,03/01/2024 14:24:17,155541,10,questionnaire-km51,,33929941,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,97894
1,1704360893731,04/01/2024 09:34:53,1704360893658,0,04/01/2024 09:34:53,155541,10,questionnaire-km51,,33941232,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x654,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704360925677,04/01/2024 09:35:25,1704360925624,0,04/01/2024 09:35:25,155541,10,questionnaire-km51,,33941232,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,31966
1,1704469888624,05/01/2024 15:51:28,1704469888520,0,05/01/2024 15:51:28,155541,10,questionnaire-km51,,33978623,BLIND,10053358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704469892163,05/01/2024 15:51:32,1704469892103,0,05/01/2024 15:51:32,155541,10,questionnaire-km51,,33978623,BLIND,10053358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x708,,,,Info sheet,6,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,3583
1,1704724085274,08/01/2024 14:28:05,1704724085767,0,08/01/2024 14:28:05,155541,10,questionnaire-km51,,34013769,BLIND,10062668,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1440x900,1432x786,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704724093028,08/01/2024 14:28:13,1704724093639,0,08/01/2024 14:28:13,155541,10,questionnaire-km51,,34013769,BLIND,10062668,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1440x900,1417x786,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,7872
1,1704893112823,10/01/2024 13:25:12,1704893112518,0,10/01/2024 13:25:12,155541,10,questionnaire-km51,,34104458,BLIND,10078983,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 119.0.0.0,1300x730,1300x596,,,,Info sheet,6,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
