Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,checkpoint-1lbn,Randomise questionnaire elements?,Question Key,Response
8,1741358790517,07/03/2025 14:46:30,1741358790433,0,07/03/2025 14:46:30,210469,6,questionnaire-v6bd,,44171027,BLIND,12533315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Digital A,Consent,,,Voucher,No,END QUESTIONNAIRE,8287
1,1742980928473,26/03/2025 09:22:08,1742980928411,0,26/03/2025 09:22:08,210469,6,questionnaire-v6bd,,44726197,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1742980935237,26/03/2025 09:22:15,1742980935202,0,26/03/2025 09:22:15,210469,6,questionnaire-v6bd,,44726197,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,Age,21
3,1742980935298,26/03/2025 09:22:15,1742980935204,0,26/03/2025 09:22:15,210469,6,questionnaire-v6bd,,44726197,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,gender,Man
4,1742980935298,26/03/2025 09:22:15,1742980935204,0,26/03/2025 09:22:15,210469,6,questionnaire-v6bd,,44726197,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,gender-quantised,1
5,1742980935298,26/03/2025 09:22:15,1742980935204,0,26/03/2025 09:22:15,210469,6,questionnaire-v6bd,,44726197,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,gender-text,
6,1742980935298,26/03/2025 09:22:15,1742980935204,0,26/03/2025 09:22:15,210469,6,questionnaire-v6bd,,44726197,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,English,Yes
7,1742980935298,26/03/2025 09:22:15,1742980935204,0,26/03/2025 09:22:15,210469,6,questionnaire-v6bd,,44726197,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,English-quantised,1
8,1742980935298,26/03/2025 09:22:15,1742980935205,0,26/03/2025 09:22:15,210469,6,questionnaire-v6bd,,44726197,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Demographics Questionnaire,5,Physical A,Consent,,,Voucher,No,END QUESTIONNAIRE,6794
END OF FILE
