Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,checkpoint-1lbn,Randomise questionnaire elements?,Question Key,Response
4,1741358779793,07/03/2025 14:46:19,1741358779720,0,07/03/2025 14:46:19,210469,6,questionnaire-b846,,44171020,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent3,1
5,1741358779793,07/03/2025 14:46:19,1741358779720,0,07/03/2025 14:46:19,210469,6,questionnaire-b846,,44171020,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent4,1
6,1741358779793,07/03/2025 14:46:19,1741358779720,0,07/03/2025 14:46:19,210469,6,questionnaire-b846,,44171020,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent5,1
7,1741358779793,07/03/2025 14:46:19,1741358779720,0,07/03/2025 14:46:19,210469,6,questionnaire-b846,,44171020,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent6,1
8,1741358779793,07/03/2025 14:46:19,1741358779720,0,07/03/2025 14:46:19,210469,6,questionnaire-b846,,44171020,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,consent7,1
9,1741358779793,07/03/2025 14:46:19,1741358779720,0,07/03/2025 14:46:19,210469,6,questionnaire-b846,,44171020,BLIND,12533314,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical B,Consent,,,Voucher,No,END QUESTIONNAIRE,6037
1,1742980906489,26/03/2025 09:21:46,1742980906425,0,26/03/2025 09:21:46,210469,6,questionnaire-b846,,44726193,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,BEGIN QUESTIONNAIRE,
2,1742980927519,26/03/2025 09:22:07,1742980927476,0,26/03/2025 09:22:07,210469,6,questionnaire-b846,,44726193,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent1,1
3,1742980927576,26/03/2025 09:22:07,1742980927477,0,26/03/2025 09:22:07,210469,6,questionnaire-b846,,44726193,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent2,1
4,1742980927576,26/03/2025 09:22:07,1742980927477,0,26/03/2025 09:22:07,210469,6,questionnaire-b846,,44726193,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent3,1
5,1742980927576,26/03/2025 09:22:07,1742980927477,0,26/03/2025 09:22:07,210469,6,questionnaire-b846,,44726193,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent4,1
6,1742980927576,26/03/2025 09:22:07,1742980927477,0,26/03/2025 09:22:07,210469,6,questionnaire-b846,,44726193,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent5,1
7,1742980927576,26/03/2025 09:22:07,1742980927477,0,26/03/2025 09:22:07,210469,6,questionnaire-b846,,44726193,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent6,1
8,1742980927576,26/03/2025 09:22:07,1742980927477,0,26/03/2025 09:22:07,210469,6,questionnaire-b846,,44726193,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,consent7,1
9,1742980927576,26/03/2025 09:22:07,1742980927478,0,26/03/2025 09:22:07,210469,6,questionnaire-b846,,44726193,BLIND,12533316,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1903x945,Voucher,,,Consent form,5,Physical A,Consent,,,Voucher,No,END QUESTIONNAIRE,21053
END OF FILE
