Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
3,1720714896091,11/07/2024 16:21:36,1720718496091,1,11/07/2024 18:21:36,179131,14,questionnaire-9jfu,,38916085,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1720714896092,11/07/2024 16:21:36,1720718496092,1,11/07/2024 18:21:36,179131,14,questionnaire-9jfu,,38916085,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1720714896093,11/07/2024 16:21:36,1720718496093,1,11/07/2024 18:21:36,179131,14,questionnaire-9jfu,,38916085,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1720714896094,11/07/2024 16:21:36,1720718496094,1,11/07/2024 18:21:36,179131,14,questionnaire-9jfu,,38916085,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1720714896096,11/07/2024 16:21:36,1720718496096,1,11/07/2024 18:21:36,179131,14,questionnaire-9jfu,,38916085,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1720714896097,11/07/2024 16:21:36,1720718496097,1,11/07/2024 18:21:36,179131,14,questionnaire-9jfu,,38916085,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1720714896099,11/07/2024 16:21:36,1720718496099,1,11/07/2024 18:21:36,179131,14,questionnaire-9jfu,,38916085,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1720714896101,11/07/2024 16:21:36,1720718496101,1,11/07/2024 18:21:36,179131,14,questionnaire-9jfu,,38916085,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"straight forward, however found my mind wandering a little, as some of the passages did not hold my interest. ",,,fb_comment,3,object-4
11,1720714896103,11/07/2024 16:21:36,1720718496103,1,11/07/2024 18:21:36,179131,14,questionnaire-9jfu,,38916085,BLIND,11412156,,complete,,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,,,,,info,,END,,,,,
1,1720783363044,12/07/2024 11:22:43,1720786963044,1,12/07/2024 13:22:43,179131,14,questionnaire-9jfu,,38936623,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,,,,,info,,BEGIN,,,,,
2,1720783552423,12/07/2024 11:25:52,1720787152423,1,12/07/2024 13:25:52,179131,14,questionnaire-9jfu,,38936623,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1720783552423,12/07/2024 11:25:52,1720787152423,1,12/07/2024 13:25:52,179131,14,questionnaire-9jfu,,38936623,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1720783552423,12/07/2024 11:25:52,1720787152423,1,12/07/2024 13:25:52,179131,14,questionnaire-9jfu,,38936623,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1720783552423,12/07/2024 11:25:52,1720787152423,1,12/07/2024 13:25:52,179131,14,questionnaire-9jfu,,38936623,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1720783552423,12/07/2024 11:25:52,1720787152423,1,12/07/2024 13:25:52,179131,14,questionnaire-9jfu,,38936623,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1720783552423,12/07/2024 11:25:52,1720787152423,1,12/07/2024 13:25:52,179131,14,questionnaire-9jfu,,38936623,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1720783552423,12/07/2024 11:25:52,1720787152423,1,12/07/2024 13:25:52,179131,14,questionnaire-9jfu,,38936623,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1720783552423,12/07/2024 11:25:52,1720787152423,1,12/07/2024 13:25:52,179131,14,questionnaire-9jfu,,38936623,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1720783552424,12/07/2024 11:25:52,1720787152424,1,12/07/2024 13:25:52,179131,14,questionnaire-9jfu,,38936623,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,It introduced me to interesting concepts and provoked some self-reflection on themes I was not aware of before the experiment. ,,,fb_comment,3,object-4
11,1720783552424,12/07/2024 11:25:52,1720787152424,1,12/07/2024 13:25:52,179131,14,questionnaire-9jfu,,38936623,BLIND,11416216,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,2568x1286,2560x1279,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,,,,,info,,END,,,,,
1,1720892504165,13/07/2024 17:41:44,1720896104165,1,13/07/2024 19:41:44,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,,,,,info,,BEGIN,,,,,
2,1720892627513,13/07/2024 17:43:47,1720896227513,1,13/07/2024 19:43:47,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,__other,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1720892627514,13/07/2024 17:43:47,1720896227514,1,13/07/2024 19:43:47,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,4,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1720892627515,13/07/2024 17:43:47,1720896227515,1,13/07/2024 19:43:47,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,other,quiet room at home with a fly flying around,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
5,1720892627516,13/07/2024 17:43:47,1720896227516,1,13/07/2024 19:43:47,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1720892627517,13/07/2024 17:43:47,1720896227517,1,13/07/2024 19:43:47,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1720892627518,13/07/2024 17:43:47,1720896227518,1,13/07/2024 19:43:47,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1720892627519,13/07/2024 17:43:47,1720896227519,1,13/07/2024 19:43:47,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1720892627521,13/07/2024 17:43:47,1720896227521,1,13/07/2024 19:43:47,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1720892627522,13/07/2024 17:43:47,1720896227522,1,13/07/2024 19:43:47,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
11,1720892627523,13/07/2024 17:43:47,1720896227523,1,13/07/2024 19:43:47,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,the 1st pasage i enjoyed reading and got a little lost in the story but the other passages i really struggled to stay focused as they didnt interest me ,,,fb_comment,3,object-4
12,1720892627524,13/07/2024 17:43:47,1720896227524,1,13/07/2024 19:43:47,179131,14,questionnaire-9jfu,,38955873,BLIND,11421833,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1536x864,1536x730,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,,,,,info,,END,,,,,
1,1721140367886,16/07/2024 14:32:47,1721143967886,1,16/07/2024 16:32:47,179131,14,questionnaire-9jfu,,39006730,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,,,,,info,,BEGIN,,,,,
2,1721140388360,16/07/2024 14:33:08,1721143988360,1,16/07/2024 16:33:08,179131,14,questionnaire-9jfu,,39006730,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1721140388360,16/07/2024 14:33:08,1721143988360,1,16/07/2024 16:33:08,179131,14,questionnaire-9jfu,,39006730,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1721140388360,16/07/2024 14:33:08,1721143988360,1,16/07/2024 16:33:08,179131,14,questionnaire-9jfu,,39006730,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1721140388361,16/07/2024 14:33:08,1721143988361,1,16/07/2024 16:33:08,179131,14,questionnaire-9jfu,,39006730,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1721140388361,16/07/2024 14:33:08,1721143988361,1,16/07/2024 16:33:08,179131,14,questionnaire-9jfu,,39006730,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1721140388361,16/07/2024 14:33:08,1721143988361,1,16/07/2024 16:33:08,179131,14,questionnaire-9jfu,,39006730,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1721140388362,16/07/2024 14:33:08,1721143988362,1,16/07/2024 16:33:08,179131,14,questionnaire-9jfu,,39006730,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1721140388362,16/07/2024 14:33:08,1721143988362,1,16/07/2024 16:33:08,179131,14,questionnaire-9jfu,,39006730,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1721140388362,16/07/2024 14:33:08,1721143988362,1,16/07/2024 16:33:08,179131,14,questionnaire-9jfu,,39006730,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
11,1721140388363,16/07/2024 14:33:08,1721143988363,1,16/07/2024 16:33:08,179131,14,questionnaire-9jfu,,39006730,BLIND,11436876,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x572,Consent,,0,Feedback (Clone),1,Set2,Consent,Over 18,Proficiency English,,,,,info,,END,,,,,
1,1721164035721,16/07/2024 21:07:15,1721167635721,1,16/07/2024 23:07:15,179131,14,questionnaire-9jfu,,39016766,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,,,,,info,,BEGIN,,,,,
2,1721164120170,16/07/2024 21:08:40,1721167720170,1,16/07/2024 23:08:40,179131,14,questionnaire-9jfu,,39016766,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1721164120170,16/07/2024 21:08:40,1721167720170,1,16/07/2024 23:08:40,179131,14,questionnaire-9jfu,,39016766,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1721164120170,16/07/2024 21:08:40,1721167720170,1,16/07/2024 23:08:40,179131,14,questionnaire-9jfu,,39016766,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1721164120170,16/07/2024 21:08:40,1721167720170,1,16/07/2024 23:08:40,179131,14,questionnaire-9jfu,,39016766,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1721164120170,16/07/2024 21:08:40,1721167720170,1,16/07/2024 23:08:40,179131,14,questionnaire-9jfu,,39016766,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1721164120171,16/07/2024 21:08:40,1721167720171,1,16/07/2024 23:08:40,179131,14,questionnaire-9jfu,,39016766,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1721164120171,16/07/2024 21:08:40,1721167720171,1,16/07/2024 23:08:40,179131,14,questionnaire-9jfu,,39016766,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1721164120171,16/07/2024 21:08:40,1721167720171,1,16/07/2024 23:08:40,179131,14,questionnaire-9jfu,,39016766,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1721164120171,16/07/2024 21:08:40,1721167720171,1,16/07/2024 23:08:40,179131,14,questionnaire-9jfu,,39016766,BLIND,11441695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1440x763,Consent,,0,Feedback (Clone),1,Set1,Consent,Over 18,Proficiency English,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"Although you tried to concentrate as you knew questions would be asked, at times this was hard to concentrate and remember all the facts. Otherwise this was ok and not stressful.",,,fb_comment,3,object-4
