Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
8,1736898601338,14/01/2025 23:50:01,1736898601338,0,14/01/2025 23:50:01,195194,10,questionnaire-uigm,,42482554,BLIND,12395310,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x902,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1736898601338,14/01/2025 23:50:01,1736898601338,0,14/01/2025 23:50:01,195194,10,questionnaire-uigm,,42482554,BLIND,12395310,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x902,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1736898601338,14/01/2025 23:50:01,1736898601338,0,14/01/2025 23:50:01,195194,10,questionnaire-uigm,,42482554,BLIND,12395310,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x902,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
11,1736898601339,14/01/2025 23:50:01,1736898601339,0,14/01/2025 23:50:01,195194,10,questionnaire-uigm,,42482554,BLIND,12395310,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x902,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,END,24801,,,,
1,1736901420392,15/01/2025 00:37:00,1736901420392,0,15/01/2025 00:37:00,195194,10,questionnaire-uigm,,42482847,BLIND,12394974,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x823,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,BEGIN,,,,,
2,1736901449454,15/01/2025 00:37:29,1736901449454,0,15/01/2025 00:37:29,195194,10,questionnaire-uigm,,42482847,BLIND,12394974,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x823,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet public space with minimal distraction (such as a library).,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1736901449454,15/01/2025 00:37:29,1736901449454,0,15/01/2025 00:37:29,195194,10,questionnaire-uigm,,42482847,BLIND,12394974,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x823,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,2,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1736901449455,15/01/2025 00:37:29,1736901449455,0,15/01/2025 00:37:29,195194,10,questionnaire-uigm,,42482847,BLIND,12394974,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x823,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1736901449455,15/01/2025 00:37:29,1736901449455,0,15/01/2025 00:37:29,195194,10,questionnaire-uigm,,42482847,BLIND,12394974,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x823,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1736901449455,15/01/2025 00:37:29,1736901449455,0,15/01/2025 00:37:29,195194,10,questionnaire-uigm,,42482847,BLIND,12394974,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x823,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1736901449455,15/01/2025 00:37:29,1736901449455,0,15/01/2025 00:37:29,195194,10,questionnaire-uigm,,42482847,BLIND,12394974,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x823,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1736901449456,15/01/2025 00:37:29,1736901449456,0,15/01/2025 00:37:29,195194,10,questionnaire-uigm,,42482847,BLIND,12394974,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x823,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1736901449457,15/01/2025 00:37:29,1736901449457,0,15/01/2025 00:37:29,195194,10,questionnaire-uigm,,42482847,BLIND,12394974,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x823,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1736901449457,15/01/2025 00:37:29,1736901449457,0,15/01/2025 00:37:29,195194,10,questionnaire-uigm,,42482847,BLIND,12394974,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x823,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,3,object-4
11,1736901449458,15/01/2025 00:37:29,1736901449458,0,15/01/2025 00:37:29,195194,10,questionnaire-uigm,,42482847,BLIND,12394974,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x823,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,END,29051,,,,
1,1737048992875,16/01/2025 17:36:32,1737048992875,0,16/01/2025 17:36:32,195194,10,questionnaire-uigm,,42527818,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,BEGIN,,,,,
2,1737049044341,16/01/2025 17:37:24,1737049044341,0,16/01/2025 17:37:24,195194,10,questionnaire-uigm,,42527818,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1737049044341,16/01/2025 17:37:24,1737049044341,0,16/01/2025 17:37:24,195194,10,questionnaire-uigm,,42527818,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1737049044342,16/01/2025 17:37:24,1737049044342,0,16/01/2025 17:37:24,195194,10,questionnaire-uigm,,42527818,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1737049044342,16/01/2025 17:37:24,1737049044342,0,16/01/2025 17:37:24,195194,10,questionnaire-uigm,,42527818,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1737049044342,16/01/2025 17:37:24,1737049044342,0,16/01/2025 17:37:24,195194,10,questionnaire-uigm,,42527818,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1737049044342,16/01/2025 17:37:24,1737049044342,0,16/01/2025 17:37:24,195194,10,questionnaire-uigm,,42527818,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1737049044342,16/01/2025 17:37:24,1737049044342,0,16/01/2025 17:37:24,195194,10,questionnaire-uigm,,42527818,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1737049044342,16/01/2025 17:37:24,1737049044342,0,16/01/2025 17:37:24,195194,10,questionnaire-uigm,,42527818,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1737049044343,16/01/2025 17:37:24,1737049044343,0,16/01/2025 17:37:24,195194,10,questionnaire-uigm,,42527818,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"fun for the game of words being real or not
boring for the test of reading the paragraph as it being split up was very disorienting",,,fb_comment,3,object-4
11,1737049044343,16/01/2025 17:37:24,1737049044343,0,16/01/2025 17:37:24,195194,10,questionnaire-uigm,,42527818,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,END,51448,,,,
1,1737066743523,16/01/2025 22:32:23,1737066743523,0,16/01/2025 22:32:23,195194,10,questionnaire-uigm,,42533505,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,BEGIN,,,,,
2,1737066931048,16/01/2025 22:35:31,1737066931048,0,16/01/2025 22:35:31,195194,10,questionnaire-uigm,,42533505,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1737066931049,16/01/2025 22:35:31,1737066931049,0,16/01/2025 22:35:31,195194,10,questionnaire-uigm,,42533505,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1737066931049,16/01/2025 22:35:31,1737066931049,0,16/01/2025 22:35:31,195194,10,questionnaire-uigm,,42533505,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1737066931050,16/01/2025 22:35:31,1737066931050,0,16/01/2025 22:35:31,195194,10,questionnaire-uigm,,42533505,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1737066931051,16/01/2025 22:35:31,1737066931051,0,16/01/2025 22:35:31,195194,10,questionnaire-uigm,,42533505,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1737066931052,16/01/2025 22:35:31,1737066931052,0,16/01/2025 22:35:31,195194,10,questionnaire-uigm,,42533505,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1737066931053,16/01/2025 22:35:31,1737066931053,0,16/01/2025 22:35:31,195194,10,questionnaire-uigm,,42533505,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1737066931054,16/01/2025 22:35:31,1737066931054,0,16/01/2025 22:35:31,195194,10,questionnaire-uigm,,42533505,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1737066931055,16/01/2025 22:35:31,1737066931055,0,16/01/2025 22:35:31,195194,10,questionnaire-uigm,,42533505,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"I found this to be an interesting and insightful experience. It was interesting testing my instincts to english words vs english looking jibberish, and I must admit, I think I even made a few mistakes realising perhaps that that actually was a word after all when I deemed it jibberish. The comprehension was interesting as well as I did indeed find my mind to wander sometimes, perhaps this was due to my stress levels and other things on my mind. My only suggestion which I would've liked to have done would be to have the option to share my thoughts when I found my mind wandering, but I assume that specific data was not necessary for the study. All in all I would rate this a very interesting and positive experience, thank you Amelia.",,,fb_comment,3,object-4
11,1737066931057,16/01/2025 22:35:31,1737066931057,0,16/01/2025 22:35:31,195194,10,questionnaire-uigm,,42533505,BLIND,12409800,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1523x890,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,END,187477,,,,
1,1737237943173,18/01/2025 22:05:43,1737237943173,0,18/01/2025 22:05:43,195194,10,questionnaire-uigm,,42574176,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,BEGIN,,,,,
2,1737237973306,18/01/2025 22:06:13,1737237973306,0,18/01/2025 22:06:13,195194,10,questionnaire-uigm,,42574176,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1737237973307,18/01/2025 22:06:13,1737237973307,0,18/01/2025 22:06:13,195194,10,questionnaire-uigm,,42574176,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1737237973307,18/01/2025 22:06:13,1737237973307,0,18/01/2025 22:06:13,195194,10,questionnaire-uigm,,42574176,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1737237973307,18/01/2025 22:06:13,1737237973307,0,18/01/2025 22:06:13,195194,10,questionnaire-uigm,,42574176,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1737237973308,18/01/2025 22:06:13,1737237973308,0,18/01/2025 22:06:13,195194,10,questionnaire-uigm,,42574176,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1737237973309,18/01/2025 22:06:13,1737237973309,0,18/01/2025 22:06:13,195194,10,questionnaire-uigm,,42574176,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1737237973309,18/01/2025 22:06:13,1737237973309,0,18/01/2025 22:06:13,195194,10,questionnaire-uigm,,42574176,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1737237973309,18/01/2025 22:06:13,1737237973309,0,18/01/2025 22:06:13,195194,10,questionnaire-uigm,,42574176,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1737237973310,18/01/2025 22:06:13,1737237973310,0,18/01/2025 22:06:13,195194,10,questionnaire-uigm,,42574176,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,It was a really fun experiment. I found it very captivating. ,,,fb_comment,3,object-4
11,1737237973311,18/01/2025 22:06:13,1737237973311,0,18/01/2025 22:06:13,195194,10,questionnaire-uigm,,42574176,BLIND,12419430,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,END,30103,,,,
1,1737304695162,19/01/2025 16:38:15,1737304695162,0,19/01/2025 16:38:15,195194,10,questionnaire-uigm,,42582935,BLIND,12421443,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1481x900,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,,,,,info,,BEGIN,,,,,
2,1737304712990,19/01/2025 16:38:32,1737304712990,0,19/01/2025 16:38:32,195194,10,questionnaire-uigm,,42582935,BLIND,12421443,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1481x900,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
3,1737304712990,19/01/2025 16:38:32,1737304712990,0,19/01/2025 16:38:32,195194,10,questionnaire-uigm,,42582935,BLIND,12421443,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1481x900,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,1,object-2
4,1737304712991,19/01/2025 16:38:32,1737304712991,0,19/01/2025 16:38:32,195194,10,questionnaire-uigm,,42582935,BLIND,12421443,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x1024,1481x900,Study,,0,Feedback,1,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
