Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8dr8,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
8,1738601136933,03/02/2025 16:45:36,1738601136933,0,03/02/2025 16:45:36,209080,4,questionnaire-23s2,,43012827,BLIND,12536225,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1696x792,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1738601136934,03/02/2025 16:45:36,1738601136934,0,03/02/2025 16:45:36,209080,4,questionnaire-23s2,,43012827,BLIND,12536225,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1696x792,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1738601136934,03/02/2025 16:45:36,1738601136934,0,03/02/2025 16:45:36,209080,4,questionnaire-23s2,,43012827,BLIND,12536225,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1696x792,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A public space with considerable background noise (such as a cafe).,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1738601136935,03/02/2025 16:45:36,1738601136935,0,03/02/2025 16:45:36,209080,4,questionnaire-23s2,,43012827,BLIND,12536225,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1696x792,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,3,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1738601136935,03/02/2025 16:45:36,1738601136935,0,03/02/2025 16:45:36,209080,4,questionnaire-23s2,,43012827,BLIND,12536225,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1696x792,,,0,Feedback,2,set1,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"Frustrating becuase I cannot do maths. Sorry, but it was also fun, lol",,,fb_comment,4,object-4
13,1738601136936,03/02/2025 16:45:36,1738601136936,0,03/02/2025 16:45:36,209080,4,questionnaire-23s2,,43012827,BLIND,12536225,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1280x720,1696x792,,,0,Feedback,2,set1,,,,,info,,END,50719,,,,
1,1738676543760,04/02/2025 13:42:23,1738676543760,0,04/02/2025 13:42:23,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,,,,,info,,BEGIN,,,,,
2,1738676666633,04/02/2025 13:44:26,1738676666633,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,No,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1738676666634,04/02/2025 13:44:26,1738676666634,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,2,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1738676666635,04/02/2025 13:44:26,1738676666635,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1738676666636,04/02/2025 13:44:26,1738676666636,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1738676666636,04/02/2025 13:44:26,1738676666636,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1738676666637,04/02/2025 13:44:26,1738676666637,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1738676666637,04/02/2025 13:44:26,1738676666637,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1738676666638,04/02/2025 13:44:26,1738676666638,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1738676666639,04/02/2025 13:44:26,1738676666639,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1738676666639,04/02/2025 13:44:26,1738676666639,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1738676666640,04/02/2025 13:44:26,1738676666640,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"was alright
",,,fb_comment,4,object-4
13,1738676666641,04/02/2025 13:44:26,1738676666641,0,04/02/2025 13:44:26,209080,4,questionnaire-23s2,,43046869,BLIND,12544293,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1536x864,1528x738,,,0,Feedback,2,set2,,,,,info,,END,122830,,,,
1,1739391549086,12/02/2025 20:19:09,1739391549086,0,12/02/2025 20:19:09,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,,,,,info,,BEGIN,,,,,
2,1739391744173,12/02/2025 20:22:24,1739391744173,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,No,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1739391744173,12/02/2025 20:22:24,1739391744173,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,2,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1739391744174,12/02/2025 20:22:24,1739391744174,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1739391744175,12/02/2025 20:22:24,1739391744175,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1739391744175,12/02/2025 20:22:24,1739391744175,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1739391744176,12/02/2025 20:22:24,1739391744176,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1739391744177,12/02/2025 20:22:24,1739391744177,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1739391744178,12/02/2025 20:22:24,1739391744178,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1739391744180,12/02/2025 20:22:24,1739391744180,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1739391744181,12/02/2025 20:22:24,1739391744181,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1739391744182,12/02/2025 20:22:24,1739391744182,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"Although I was in a room on my own, I was distracted by being asked questions to start with by someone else. I found it hard to concentrate on some of the more difficult sums and I felt tired towards the end. I found my mind wandering and hadn't really noticed I did that before taking part in this experiment.",,,fb_comment,4,object-4
13,1739391744183,12/02/2025 20:22:24,1739391744183,0,12/02/2025 20:22:24,209080,4,questionnaire-23s2,,43357261,BLIND,12637164,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1138x639,1264x523,,,0,Feedback,2,set1,,,,,info,,END,194957,,,,
1,1739213201872,10/02/2025 18:46:41,1739213201872,0,10/02/2025 18:46:41,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x707,,,0,Feedback,2,set2,,,,,info,,BEGIN,,,,,
2,1739213399945,10/02/2025 18:49:59,1739213399945,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,No,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1739213399945,10/02/2025 18:49:59,1739213399945,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,2,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1739213399945,10/02/2025 18:49:59,1739213399945,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1739213399945,10/02/2025 18:49:59,1739213399945,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1739213399945,10/02/2025 18:49:59,1739213399945,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1739213399945,10/02/2025 18:49:59,1739213399945,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1739213399946,10/02/2025 18:49:59,1739213399946,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1739213399946,10/02/2025 18:49:59,1739213399946,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1739213399946,10/02/2025 18:49:59,1739213399946,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,__other,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1739213399946,10/02/2025 18:49:59,1739213399946,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,4,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1739213399946,10/02/2025 18:49:59,1739213399946,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,other,In room whilst husband watching TV,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
13,1739213399946,10/02/2025 18:49:59,1739213399946,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"Fun but determined to remain on task
",,,fb_comment,4,object-4
14,1739213399946,10/02/2025 18:49:59,1739213399946,0,10/02/2025 18:49:59,209080,4,questionnaire-23s2,,43259376,BLIND,12608669,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.6,820x1180,1180x285,,,0,Feedback,2,set2,,,,,info,,END,198032,,,,
1,1739181957048,10/02/2025 10:05:57,1739181957048,0,10/02/2025 10:05:57,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,,,,,info,,BEGIN,,,,,
2,1739182094262,10/02/2025 10:08:14,1739182094262,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,No,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1739182094263,10/02/2025 10:08:14,1739182094263,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,2,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1739182094263,10/02/2025 10:08:14,1739182094263,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1739182094263,10/02/2025 10:08:14,1739182094263,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1739182094263,10/02/2025 10:08:14,1739182094263,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1739182094264,10/02/2025 10:08:14,1739182094264,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1739182094264,10/02/2025 10:08:14,1739182094264,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1739182094265,10/02/2025 10:08:14,1739182094265,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1739182094265,10/02/2025 10:08:14,1739182094265,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1739182094266,10/02/2025 10:08:14,1739182094266,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1739182094266,10/02/2025 10:08:14,1739182094266,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"I found it strangely relaxing and enjoyable.
My only wandering was when trying to work out whether the questions were totally random or whether there was a sequence to them",,,fb_comment,4,object-4
13,1739182094267,10/02/2025 10:08:14,1739182094267,0,10/02/2025 10:08:14,209080,4,questionnaire-23s2,,43233478,BLIND,12602000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Feedback,2,set2,,,,,info,,END,137142,,,,
1,1739138929200,09/02/2025 22:08:49,1739138929200,0,09/02/2025 22:08:49,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,,,,,info,,BEGIN,,,,,
2,1739139007259,09/02/2025 22:10:07,1739139007259,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,Only for a specific question,,Yes|No|Only for a specific question,fb_calculator,1,object-5
